day_of_week,hour_of_day,category,items_count
1,21,dry pasta,6
1,5,soy lactosefree,3
1,19,food storage,6
1,19,hair care,3
2,12,canned meals beans,21
2,13,fresh herbs,9
2,22,packaged vegetables fruits,33
2,19,frozen meat seafood,6
2,6,cream,3
2,16,pickled goods olives,6
2,18,tea,3
2,8,condiments,18
2,7,buns rolls,3
3,13,trail mix snack mix,2
3,17,pasta sauce,8
3,7,hot dogs bacon sausage,4
3,5,breakfast bakery,2
0,13,trail mix snack mix,3
0,13,juice nectars,27
0,10,cookies cakes,18
0,18,preserved dips spreads,3
0,11,prepared meals,9
0,10,meat counter,6
0,6,packaged cheese,3
1,11,popcorn jerky,9
1,12,pasta sauce,12
1,1,nuts seeds dried fruit,12
1,6,fresh fruits,21
1,13,energy granola bars,6
1,19,eye ear care,3
2,14,fresh vegetables,234
2,16,cat food care,6
2,8,baby food formula,9
2,0,hot dogs bacon sausage,3
3,12,packaged cheese,14
3,23,preserved dips spreads,2
3,0,oral hygiene,4
0,14,hot dogs bacon sausage,36
0,8,condiments,9
0,11,soap,21
0,17,other creams cheeses,24
0,18,cleaning products,12
0,20,condiments,3
1,22,fresh vegetables,12
1,9,yogurt,78
1,16,frozen pizza,15
1,8,fresh dips tapenades,12
2,9,soup broth bouillon,33
2,11,packaged vegetables fruits,45
2,18,soft drinks,33
2,10,red wines,6
2,19,missing,3
2,14,packaged produce,12
2,8,energy sports drinks,3
3,17,doughs gelatins bake mixes,6
3,7,paper goods,8
3,9,packaged seafood,2
3,20,cereal,10
3,10,mint gum,2
3,12,specialty cheeses,2
0,10,canned fruit applesauce,6
0,9,prepared soups salads,6
0,19,frozen breakfast,12
0,17,nuts seeds dried fruit,15
0,13,spices seasonings,21
0,19,poultry counter,3
0,19,hot cereal pancake mixes,3
1,8,soy lactosefree,42
1,10,dog food care,3
1,12,refrigerated,18
1,16,trash bags liners,6
1,12,oils vinegars,15
1,22,fresh fruits,24
1,8,baby accessories,6
1,17,marinades meat preparation,9
1,22,energy sports drinks,3
1,16,frozen meat seafood,3
2,13,packaged vegetables fruits,105
2,14,pasta sauce,9
2,8,soy lactosefree,27
2,15,packaged produce,21
2,22,milk,12
2,10,spices seasonings,15
2,22,feminine care,6
2,17,asian foods,6
2,7,spices seasonings,3
2,11,plates bowls cups flatware,3
2,7,asian foods,3
2,6,canned jarred vegetables,3
2,23,fresh dips tapenades,3
3,8,juice nectars,8
3,17,juice nectars,14
3,16,fresh vegetables,82
3,20,dry pasta,8
3,15,energy granola bars,12
3,21,bread,2
3,13,refrigerated pudding desserts,4
3,15,cereal,8
3,4,fresh vegetables,12
0,10,juice nectars,30
0,13,water seltzer sparkling water,30
0,8,cookies cakes,9
0,14,specialty cheeses,21
0,13,dry pasta,27
0,14,asian foods,33
0,20,milk,18
0,16,packaged poultry,12
0,23,breakfast bakery,3
1,11,other creams cheeses,9
1,20,fresh vegetables,51
1,10,hot cereal pancake mixes,21
1,11,chips pretzels,21
1,21,ice cream ice,6
1,16,coffee,9
1,10,other creams cheeses,15
1,15,digestion,3
1,0,prepared soups salads,3
1,15,bulk grains rice dried goods,3
2,11,water seltzer sparkling water,39
2,16,fresh vegetables,123
2,14,seafood counter,3
2,8,dry pasta,24
2,13,tortillas flat bread,6
2,19,packaged meat,3
2,17,butter,9
2,18,breakfast bars pastries,9
2,18,cocoa drink mixes,6
2,17,poultry counter,3
2,0,frozen pizza,3
3,22,soy lactosefree,6
3,8,asian foods,4
3,18,packaged produce,14
3,10,hot dogs bacon sausage,6
3,14,asian foods,2
3,13,seafood counter,2
3,4,yogurt,2
0,17,body lotions soap,6
0,18,tortillas flat bread,21
0,19,frozen appetizers sides,6
0,16,deodorants,6
0,11,juice nectars,33
0,14,trash bags liners,3
1,22,breakfast bakery,6
1,13,digestion,6
1,19,other creams cheeses,18
1,10,food storage,3
1,18,prepared meals,9
1,19,cream,6
1,0,beauty,3
1,6,cold flu allergy,9
2,7,diapers wipes,6
2,13,baking ingredients,21
2,9,cold flu allergy,9
2,7,soap,6
3,11,fresh fruits,82
3,14,nuts seeds dried fruit,14
3,15,packaged poultry,4
3,21,yogurt,8
3,11,bakery desserts,2
3,9,ice cream ice,4
3,16,tofu meat alternatives,4
3,5,fresh fruits,2
0,10,frozen appetizers sides,21
0,13,soup broth bouillon,42
0,9,preserved dips spreads,12
0,11,frozen meals,48
0,15,granola,12
0,14,grains rice dried goods,12
0,22,water seltzer sparkling water,6
0,11,cleaning products,21
0,15,spices seasonings,18
0,17,cocoa drink mixes,3
0,13,packaged seafood,3
0,0,fruit vegetable snacks,3
1,8,water seltzer sparkling water,66
1,14,canned meals beans,15
1,15,granola,9
1,20,breakfast bars pastries,3
1,11,soy lactosefree,24
1,13,asian foods,6
1,15,laundry,9
1,1,frozen vegan vegetarian,6
1,19,red wines,6
2,14,baking ingredients,24
2,22,fresh herbs,12
2,12,paper goods,27
2,17,air fresheners candles,3
2,18,poultry counter,6
2,12,cookies cakes,18
2,13,cat food care,3
2,4,packaged cheese,6
2,23,lunch meat,3
3,20,yogurt,8
3,16,packaged produce,2
3,9,air fresheners candles,2
3,19,oral hygiene,4
3,8,condiments,4
0,8,missing,9
0,21,milk,12
0,13,digestion,3
0,18,digestion,9
0,10,baking ingredients,60
0,19,fresh herbs,18
0,12,meat counter,9
0,20,baby food formula,42
0,16,cream,24
1,19,pasta sauce,9
1,16,kitchen supplies,3
1,15,cream,30
1,16,canned meat seafood,3
2,19,meat counter,3
2,11,frozen meat seafood,6
2,8,fresh dips tapenades,21
2,14,feminine care,3
2,10,buns rolls,3
2,22,trail mix snack mix,6
2,9,canned fruit applesauce,3
2,20,grains rice dried goods,6
2,4,crackers,9
2,18,food storage,3
3,10,food storage,2
3,10,soy lactosefree,12
3,19,packaged produce,6
3,9,chips pretzels,4
3,12,instant foods,4
3,14,digestion,2
3,20,salad dressing toppings,4
3,12,nuts seeds dried fruit,10
0,19,chips pretzels,12
0,14,canned meals beans,27
0,17,spices seasonings,24
0,13,energy granola bars,27
0,22,tortillas flat bread,6
0,9,spirits,3
0,13,protein meal replacements,6
0,10,trash bags liners,6
0,17,trail mix snack mix,3
0,12,baking supplies decor,6
0,18,frozen vegan vegetarian,3
0,14,cocoa drink mixes,3
0,23,popcorn jerky,3
0,2,cereal,3
0,9,ice cream toppings,3
0,22,feminine care,3
1,8,crackers,15
1,14,packaged vegetables fruits,132
1,16,soft drinks,12
1,13,water seltzer sparkling water,45
1,9,fresh herbs,12
1,15,plates bowls cups flatware,3
1,22,refrigerated pudding desserts,3
1,13,tofu meat alternatives,3
1,14,bakery desserts,3
2,8,yogurt,51
2,11,cleaning products,6
2,10,eggs,15
2,22,missing,3
2,19,hot cereal pancake mixes,6
2,13,frozen meat seafood,3
2,4,frozen appetizers sides,3
2,15,shave needs,3
3,22,grains rice dried goods,4
3,10,soft drinks,16
3,16,fresh fruits,76
3,11,refrigerated,10
3,17,condiments,10
3,12,packaged produce,6
3,0,yogurt,6
3,15,muscles joints pain relief,2
0,13,grains rice dried goods,12
0,16,missing,27
0,5,hot dogs bacon sausage,3
0,15,fruit vegetable snacks,12
0,7,energy granola bars,27
0,16,digestion,3
1,16,canned jarred vegetables,18
1,16,shave needs,3
1,8,oral hygiene,3
1,12,specialty cheeses,9
1,7,air fresheners candles,3
1,19,bakery desserts,3
2,22,fresh vegetables,39
2,19,chips pretzels,15
2,11,tea,21
2,9,feminine care,3
2,20,packaged vegetables fruits,30
2,11,latino foods,6
2,18,baby food formula,18
2,11,bakery desserts,6
2,17,cream,12
2,9,grains rice dried goods,3
3,7,baking ingredients,4
3,11,soy lactosefree,20
3,13,coffee,8
3,20,packaged cheese,10
3,20,grains rice dried goods,6
3,21,granola,2
3,12,crackers,2
0,15,fresh fruits,303
0,11,butter,27
0,13,breakfast bakery,24
0,3,water seltzer sparkling water,3
0,18,buns rolls,3
1,11,fresh fruits,240
1,19,dry pasta,6
1,7,frozen meals,30
1,14,soft drinks,12
1,21,canned jarred vegetables,12
1,9,packaged produce,27
1,15,marinades meat preparation,9
1,7,instant foods,6
2,6,baking ingredients,3
2,18,baking ingredients,30
2,17,other creams cheeses,27
2,7,bread,21
2,15,spices seasonings,12
2,8,lunch meat,12
2,12,candy chocolate,24
3,13,nuts seeds dried fruit,12
3,0,cream,4
3,22,oils vinegars,2
3,19,frozen pizza,4
3,13,cat food care,2
0,15,frozen meals,33
0,9,ice cream ice,15
0,19,packaged vegetables fruits,72
0,7,fresh herbs,6
0,12,hot dogs bacon sausage,30
0,13,nuts seeds dried fruit,15
0,17,frozen meat seafood,3
1,9,oils vinegars,12
1,13,nuts seeds dried fruit,15
1,22,condiments,3
1,10,baby food formula,21
1,8,muscles joints pain relief,3
1,20,cookies cakes,6
1,10,mint gum,3
2,13,spices seasonings,15
2,21,frozen meals,15
2,11,instant foods,12
2,16,spreads,12
2,23,juice nectars,3
2,16,fruit vegetable snacks,3
3,17,other creams cheeses,6
3,12,juice nectars,4
3,15,popcorn jerky,2
3,7,bread,6
3,22,packaged cheese,14
3,7,honeys syrups nectars,4
3,6,oils vinegars,2
3,6,packaged vegetables fruits,6
3,21,baking ingredients,4
3,10,prepared meals,2
3,11,instant foods,4
0,17,packaged vegetables fruits,168
0,21,trail mix snack mix,3
0,16,refrigerated,48
0,15,baking ingredients,36
0,21,canned meals beans,9
0,7,soup broth bouillon,6
0,22,packaged cheese,6
0,20,yogurt,39
0,16,prepared meals,21
0,10,frozen meat seafood,9
0,19,vitamins supplements,3
0,7,energy sports drinks,3
0,20,frozen meals,6
0,17,condiments,9
0,9,frozen juice,3
1,8,spreads,3
1,7,protein meal replacements,3
1,9,mint gum,3
1,17,soft drinks,12
1,20,prepared soups salads,3
2,9,nuts seeds dried fruit,9
2,17,baby food formula,36
2,16,paper goods,24
2,14,canned meals beans,12
2,16,hot cereal pancake mixes,3
2,22,cream,3
2,11,food storage,9
3,0,spices seasonings,6
3,9,popcorn jerky,4
3,19,cat food care,2
3,18,oral hygiene,4
3,0,crackers,2
0,10,frozen breakfast,39
0,6,soy lactosefree,21
0,7,spices seasonings,6
0,20,doughs gelatins bake mixes,6
0,9,frozen appetizers sides,9
0,15,packaged seafood,3
0,2,energy granola bars,6
0,22,soft drinks,3
1,15,canned jarred vegetables,18
1,17,fresh vegetables,168
1,9,frozen meals,15
1,15,frozen meals,27
1,7,breakfast bars pastries,6
1,9,energy sports drinks,6
2,15,crackers,9
2,13,soy lactosefree,18
2,7,milk,15
2,7,frozen meals,6
2,22,meat counter,3
2,4,canned fruit applesauce,3
2,8,pasta sauce,3
3,14,soft drinks,8
3,12,bread,8
3,23,lunch meat,8
3,18,frozen produce,2
3,11,frozen meat seafood,2
3,20,frozen vegan vegetarian,8
3,9,frozen pizza,4
3,16,cat food care,2
3,1,packaged cheese,2
3,15,refrigerated pudding desserts,2
1,14,frozen dessert,3
0,18,asian foods,12
0,6,chips pretzels,3
0,19,grains rice dried goods,3
1,12,cream,6
1,20,energy sports drinks,3
1,2,canned meat seafood,3
2,23,spices seasonings,9
2,17,energy granola bars,12
2,22,chips pretzels,12
2,16,candy chocolate,15
2,13,packaged poultry,6
2,18,canned meat seafood,6
2,21,trash bags liners,3
2,20,digestion,3
2,16,grains rice dried goods,3
3,15,canned fruit applesauce,8
3,15,condiments,4
3,19,packaged vegetables fruits,48
3,14,doughs gelatins bake mixes,2
3,13,canned fruit applesauce,2
3,10,cereal,4
3,20,pickled goods olives,4
3,23,dish detergents,2
3,15,grains rice dried goods,2
0,8,tortillas flat bread,18
0,21,frozen produce,33
0,14,poultry counter,15
0,17,frozen breakfast,45
0,11,body lotions soap,6
1,10,pickled goods olives,9
1,13,spices seasonings,21
1,18,fresh dips tapenades,15
1,7,canned jarred vegetables,6
1,18,energy sports drinks,9
2,4,refrigerated,6
2,8,fresh fruits,108
2,7,cleaning products,3
2,15,ice cream ice,36
2,20,fresh fruits,75
2,7,packaged cheese,24
2,14,trail mix snack mix,6
3,9,bulk dried fruits vegetables,2
3,9,refrigerated,14
3,13,salad dressing toppings,4
3,16,frozen vegan vegetarian,14
3,20,meat counter,4
3,8,paper goods,4
3,21,energy sports drinks,4
0,8,cereal,12
0,18,packaged poultry,18
0,22,yogurt,39
0,22,juice nectars,9
0,10,seafood counter,9
0,11,condiments,48
0,21,breakfast bars pastries,12
0,8,granola,6
0,15,pickled goods olives,18
0,7,dry pasta,12
0,8,other,3
0,12,other,3
1,13,lunch meat,9
1,10,trail mix snack mix,6
1,14,popcorn jerky,21
1,11,mint gum,3
1,16,meat counter,9
1,8,hot cereal pancake mixes,15
1,21,nuts seeds dried fruit,6
1,7,buns rolls,6
2,15,fresh fruits,150
2,7,fresh dips tapenades,6
3,17,body lotions soap,4
3,15,ice cream ice,20
3,13,canned meals beans,6
3,11,cookies cakes,16
3,13,tortillas flat bread,6
3,13,milk,38
3,19,ice cream ice,8
3,23,energy granola bars,4
3,16,frozen appetizers sides,8
3,5,kitchen supplies,2
3,20,energy granola bars,6
3,9,pickled goods olives,4
3,4,milk,2
0,19,milk,36
0,9,nuts seeds dried fruit,18
0,12,hair care,6
0,18,body lotions soap,9
1,16,lunch meat,36
1,18,eggs,18
1,18,fresh vegetables,216
1,13,kosher foods,6
1,17,oils vinegars,9
1,15,pickled goods olives,9
1,12,pickled goods olives,9
2,20,candy chocolate,6
2,13,refrigerated,18
2,10,paper goods,12
2,21,frozen produce,3
2,23,oils vinegars,3
3,12,tortillas flat bread,2
3,14,refrigerated pudding desserts,8
3,15,tortillas flat bread,4
3,15,breakfast bars pastries,2
3,4,baking ingredients,2
0,11,refrigerated,48
0,14,packaged vegetables fruits,255
0,22,soy lactosefree,9
0,9,salad dressing toppings,3
0,12,cookies cakes,33
0,15,butter,18
0,17,tortillas flat bread,3
0,19,condiments,3
1,11,cream,15
1,14,frozen pizza,24
1,12,canned meals beans,6
1,15,frozen produce,27
1,11,digestion,3
1,17,tea,6
2,12,frozen pizza,3
2,10,soup broth bouillon,15
2,19,packaged produce,9
2,14,spreads,30
2,15,salad dressing toppings,3
2,15,oral hygiene,3
3,13,candy chocolate,8
3,17,frozen meat seafood,2
3,9,energy granola bars,16
3,17,water seltzer sparkling water,20
3,11,lunch meat,16
3,21,butter,2
3,0,fresh herbs,4
3,12,ice cream ice,2
0,11,hot cereal pancake mixes,27
0,9,frozen breakfast,15
0,22,packaged produce,15
0,12,dry pasta,60
0,12,ice cream ice,60
0,9,water seltzer sparkling water,39
0,5,soy lactosefree,9
0,10,instant foods,33
0,6,tea,3
1,16,yogurt,78
1,11,tortillas flat bread,6
1,7,frozen breakfast,12
1,9,other creams cheeses,6
1,14,breakfast bars pastries,6
2,21,tortillas flat bread,6
2,12,fresh vegetables,207
2,21,breakfast bakery,3
2,16,soap,3
2,10,laundry,9
2,11,dish detergents,3
3,0,cold flu allergy,4
3,9,water seltzer sparkling water,10
3,18,dog food care,2
3,10,baby food formula,8
3,22,canned jarred vegetables,2
3,14,pickled goods olives,2
3,5,milk,4
3,5,canned fruit applesauce,2
0,21,fresh fruits,96
0,21,soy lactosefree,21
0,13,buns rolls,6
0,13,candy chocolate,12
0,19,fresh fruits,126
0,1,spreads,3
0,19,water seltzer sparkling water,21
0,18,frozen meals,63
0,17,specialty cheeses,6
0,16,spices seasonings,30
0,21,spices seasonings,6
0,11,canned fruit applesauce,9
0,13,other,3
0,22,frozen meals,6
1,11,latino foods,6
1,10,cookies cakes,24
1,9,fresh dips tapenades,18
1,10,prepared soups salads,3
1,18,energy granola bars,9
1,16,energy sports drinks,6
1,14,granola,6
1,14,energy sports drinks,3
2,14,cleaning products,6
2,13,packaged seafood,3
2,22,juice nectars,9
2,0,tortillas flat bread,3
2,22,energy sports drinks,3
2,20,fruit vegetable snacks,6
3,15,eggs,14
3,17,baking supplies decor,4
3,18,packaged cheese,10
3,14,cleaning products,4
3,18,refrigerated,14
3,0,fruit vegetable snacks,4
3,19,other creams cheeses,2
3,10,trail mix snack mix,2
3,8,eye ear care,6
3,18,fresh herbs,2
3,10,poultry counter,2
0,7,fresh vegetables,72
0,5,salad dressing toppings,3
0,11,nuts seeds dried fruit,24
0,6,butter,3
0,8,other creams cheeses,3
0,17,canned meals beans,24
1,17,packaged vegetables fruits,99
1,16,packaged vegetables fruits,99
1,21,juice nectars,24
1,13,soup broth bouillon,21
1,20,chips pretzels,33
1,13,canned meat seafood,3
1,12,protein meal replacements,3
1,13,fruit vegetable snacks,18
1,19,energy granola bars,18
1,17,coffee,15
1,13,poultry counter,6
1,15,condiments,6
1,11,dish detergents,9
2,10,cereal,21
2,15,canned fruit applesauce,3
2,7,doughs gelatins bake mixes,6
2,16,packaged meat,3
2,9,energy sports drinks,9
3,9,laundry,4
3,23,poultry counter,2
3,14,cold flu allergy,2
3,16,salad dressing toppings,2
0,18,hot dogs bacon sausage,12
0,10,ice cream ice,36
0,13,breakfast bars pastries,9
0,8,crackers,30
0,21,frozen meals,9
0,12,popcorn jerky,9
0,15,frozen breakfast,18
0,15,instant foods,33
0,11,soup broth bouillon,24
0,9,packaged poultry,6
0,12,oils vinegars,9
0,7,missing,6
1,19,fresh fruits,84
1,16,fresh fruits,159
1,11,paper goods,15
1,18,canned meals beans,30
1,7,fresh fruits,96
1,6,soy lactosefree,6
1,15,fruit vegetable snacks,9
1,15,buns rolls,6
1,1,packaged produce,3
1,10,bulk dried fruits vegetables,3
2,15,bread,18
2,18,indian foods,3
2,20,cleaning products,6
2,11,trail mix snack mix,6
2,17,tea,9
2,19,bread,3
2,4,ice cream ice,3
3,7,spreads,6
3,8,breakfast bakery,8
3,14,crackers,14
3,15,tofu meat alternatives,6
3,11,trail mix snack mix,4
3,2,fresh herbs,4
0,8,pasta sauce,9
0,15,buns rolls,30
0,12,yogurt,117
0,12,frozen meals,78
0,12,frozen produce,66
0,12,indian foods,3
0,17,popcorn jerky,21
0,13,body lotions soap,12
0,11,salad dressing toppings,6
0,21,oils vinegars,3
0,8,preserved dips spreads,6
0,19,coffee,3
0,15,specialty cheeses,3
0,19,dry pasta,9
0,0,dry pasta,3
1,8,chips pretzels,30
1,21,baby food formula,30
1,7,packaged poultry,3
1,10,energy granola bars,45
1,21,asian foods,6
1,15,nuts seeds dried fruit,21
1,12,prepared meals,3
1,20,pickled goods olives,3
1,9,cleaning products,3
1,10,energy sports drinks,27
1,23,other creams cheeses,3
2,22,other,3
2,12,canned jarred vegetables,30
2,16,packaged produce,6
2,13,marinades meat preparation,3
2,9,hot dogs bacon sausage,9
3,14,fresh fruits,80
3,23,frozen appetizers sides,8
3,8,packaged seafood,2
3,17,other,6
3,17,frozen breakfast,2
3,19,tortillas flat bread,4
3,20,candy chocolate,6
3,22,bread,4
3,22,spices seasonings,2
3,4,packaged vegetables fruits,2
0,11,fresh fruits,432
0,17,cream,21
0,18,crackers,39
0,13,chips pretzels,66
0,10,specialty cheeses,12
0,14,cream,27
0,11,frozen meat seafood,9
0,12,crackers,45
0,22,asian foods,6
0,10,poultry counter,15
0,16,coffee,15
0,8,packaged produce,3
0,7,pasta sauce,3
0,18,white wines,3
0,6,nuts seeds dried fruit,3
1,11,refrigerated pudding desserts,3
1,14,fresh dips tapenades,18
1,19,frozen meat seafood,6
2,9,canned jarred vegetables,21
2,16,refrigerated,54
2,13,spreads,9
2,17,fresh fruits,141
2,18,body lotions soap,6
2,12,juice nectars,9
2,20,canned meals beans,3
2,2,packaged vegetables fruits,3
2,12,plates bowls cups flatware,3
2,11,frozen appetizers sides,3
3,11,canned jarred vegetables,8
3,9,fresh dips tapenades,6
3,9,cleaning products,2
3,6,soup broth bouillon,2
3,9,packaged cheese,12
3,8,baby food formula,16
0,19,canned jarred vegetables,3
0,7,frozen meat seafood,6
0,2,bread,3
0,10,marinades meat preparation,6
1,12,energy sports drinks,3
1,10,eggs,18
1,19,chips pretzels,18
1,20,frozen pizza,3
1,9,pasta sauce,9
1,11,pickled goods olives,3
1,19,paper goods,6
2,9,fresh fruits,159
2,17,frozen vegan vegetarian,18
2,19,water seltzer sparkling water,39
2,21,soft drinks,6
2,8,vitamins supplements,3
2,13,plates bowls cups flatware,9
3,19,tea,2
3,21,canned meat seafood,2
3,15,soap,2
3,18,tofu meat alternatives,2
3,8,frozen meat seafood,2
3,9,frozen meals,4
0,10,fresh dips tapenades,33
0,14,missing,33
0,5,energy granola bars,3
0,18,tofu meat alternatives,3
0,5,packaged vegetables fruits,6
0,18,cocoa drink mixes,3
0,20,dry pasta,9
1,13,trash bags liners,3
1,20,fruit vegetable snacks,12
1,14,juice nectars,21
1,20,soup broth bouillon,6
1,16,cookies cakes,24
1,18,bulk grains rice dried goods,6
1,14,tea,3
2,16,preserved dips spreads,6
2,10,water seltzer sparkling water,39
2,16,lunch meat,30
2,19,packaged poultry,9
2,11,hot cereal pancake mixes,3
2,18,spices seasonings,6
2,5,soup broth bouillon,6
3,15,soy lactosefree,24
3,19,water seltzer sparkling water,10
3,14,lunch meat,14
3,10,refrigerated,16
3,16,cream,4
3,20,laundry,4
3,15,oils vinegars,6
3,6,dry pasta,2
3,21,other creams cheeses,2
0,13,frozen pizza,30
0,1,frozen meals,3
0,15,canned fruit applesauce,6
0,10,spices seasonings,15
0,7,frozen produce,18
0,17,other,6
1,8,juice nectars,6
1,12,body lotions soap,6
1,14,soy lactosefree,48
1,15,canned meals beans,15
2,8,packaged vegetables fruits,45
2,6,spreads,6
2,18,tortillas flat bread,12
2,10,spreads,6
2,8,cleaning products,3
2,22,plates bowls cups flatware,3
2,17,crackers,12
2,9,beers coolers,6
2,12,dish detergents,6
3,10,fresh herbs,8
3,15,canned jarred vegetables,8
3,16,pickled goods olives,6
3,12,frozen appetizers sides,4
3,19,protein meal replacements,4
3,7,fresh herbs,4
0,17,butter,15
0,19,fruit vegetable snacks,18
0,10,prepared soups salads,12
0,9,laundry,3
0,17,cookies cakes,15
1,8,fresh fruits,255
1,9,frozen breakfast,33
1,12,frozen meals,30
1,1,salad dressing toppings,3
2,10,packaged cheese,30
2,11,soap,3
2,22,refrigerated,3
2,8,laundry,3
2,18,kosher foods,3
2,15,canned meals beans,15
2,13,prepared meals,3
2,12,tortillas flat bread,3
2,19,fruit vegetable snacks,6
2,12,latino foods,6
2,10,baby food formula,18
2,11,frozen breads doughs,3
3,14,oils vinegars,10
3,13,honeys syrups nectars,4
3,2,fruit vegetable snacks,2
3,21,red wines,2
0,13,butter,18
0,1,fresh fruits,15
0,14,paper goods,36
0,16,frozen dessert,3
0,17,prepared meals,9
1,8,doughs gelatins bake mixes,3
1,11,fresh vegetables,150
1,9,packaged poultry,9
1,21,diapers wipes,6
1,10,salad dressing toppings,3
1,15,grains rice dried goods,3
1,12,poultry counter,3
2,11,canned jarred vegetables,18
2,17,juice nectars,15
2,9,salad dressing toppings,3
2,12,soap,6
2,11,breakfast bakery,15
2,18,chips pretzels,18
3,17,fresh vegetables,126
3,23,bread,14
3,23,hot dogs bacon sausage,6
3,19,salad dressing toppings,4
3,7,cereal,4
3,16,coffee,4
0,16,paper goods,48
0,14,tortillas flat bread,24
0,9,lunch meat,18
0,14,buns rolls,15
0,15,salad dressing toppings,21
0,15,baking supplies decor,3
0,9,cat food care,3
1,10,cereal,12
1,22,fresh dips tapenades,12
1,10,diapers wipes,3
1,7,candy chocolate,6
1,1,chips pretzels,3
1,17,instant foods,6
1,0,soy lactosefree,6
2,15,energy granola bars,15
2,9,asian foods,9
2,23,frozen vegan vegetarian,3
2,12,spices seasonings,9
2,16,eggs,6
2,2,breakfast bakery,3
2,17,grains rice dried goods,3
2,7,oils vinegars,3
3,23,baking ingredients,4
3,21,soy lactosefree,8
3,13,pickled goods olives,4
3,12,frozen pizza,2
3,14,energy granola bars,20
3,5,canned meals beans,2
3,10,fresh dips tapenades,6
3,16,frozen meals,10
3,22,cookies cakes,2
3,12,bakery desserts,2
3,1,fresh fruits,2
0,18,eggs,33
0,17,eggs,39
0,11,fresh dips tapenades,60
0,18,energy granola bars,12
0,9,milk,48
0,12,cleaning products,9
0,17,dog food care,3
0,13,mint gum,3
0,5,soap,3
1,11,canned meals beans,15
1,12,fresh fruits,132
1,10,packaged poultry,6
1,14,breakfast bakery,15
1,12,asian foods,18
1,12,grains rice dried goods,12
1,12,meat counter,3
1,8,canned jarred vegetables,12
1,11,deodorants,3
1,9,frozen produce,9
2,9,juice nectars,15
2,14,packaged vegetables fruits,108
2,6,packaged produce,3
2,8,instant foods,18
2,20,yogurt,15
2,11,bread,15
2,18,paper goods,15
2,7,chips pretzels,18
2,16,popcorn jerky,6
2,8,grains rice dried goods,6
2,22,canned jarred vegetables,12
2,20,packaged produce,3
3,16,juice nectars,8
3,9,protein meal replacements,2
3,7,frozen appetizers sides,6
3,20,preserved dips spreads,2
3,8,crackers,4
3,13,doughs gelatins bake mixes,4
0,12,eggs,63
0,16,frozen meals,18
0,13,pasta sauce,36
0,12,tofu meat alternatives,18
0,16,canned meat seafood,18
0,14,soap,9
0,23,soy lactosefree,6
0,6,poultry counter,3
1,9,tea,39
1,11,baking ingredients,27
1,14,refrigerated pudding desserts,6
1,20,packaged seafood,3
2,10,energy granola bars,39
2,7,juice nectars,18
2,9,packaged cheese,24
2,11,yogurt,69
2,7,cookies cakes,6
2,14,paper goods,3
2,23,candy chocolate,6
2,12,granola,3
3,15,juice nectars,12
3,8,energy granola bars,14
3,9,pasta sauce,4
3,14,body lotions soap,2
3,17,grains rice dried goods,2
0,19,soy lactosefree,12
0,15,meat counter,15
0,21,eggs,9
0,11,mint gum,3
0,12,latino foods,21
0,6,cream,6
0,1,hot cereal pancake mixes,3
0,14,hair care,6
0,0,buns rolls,3
1,10,milk,33
1,6,canned jarred vegetables,3
1,14,soup broth bouillon,18
1,21,fresh herbs,6
1,9,baking ingredients,6
1,14,condiments,3
2,13,crackers,27
2,14,fresh fruits,210
2,16,fresh fruits,174
2,21,cream,3
2,13,candy chocolate,18
2,17,dry pasta,21
2,17,soy lactosefree,30
2,18,muscles joints pain relief,3
2,7,cat food care,6
2,8,tortillas flat bread,3
2,5,frozen meals,6
3,16,fresh dips tapenades,10
3,8,muscles joints pain relief,2
3,14,packaged poultry,2
3,18,breakfast bakery,2
3,20,chips pretzels,8
3,17,deodorants,2
0,13,oral hygiene,9
0,1,tortillas flat bread,3
0,19,baby food formula,6
0,20,soft drinks,3
0,21,packaged produce,3
0,19,pickled goods olives,3
0,10,eye ear care,3
0,17,vitamins supplements,3
0,19,salad dressing toppings,3
1,14,fresh fruits,291
1,21,chips pretzels,12
1,16,chips pretzels,72
1,13,packaged vegetables fruits,108
1,18,salad dressing toppings,6
1,7,preserved dips spreads,3
2,10,fresh fruits,180
2,19,eggs,12
2,10,cookies cakes,6
2,23,milk,3
2,10,fresh pasta,3
2,16,other,3
3,19,dry pasta,4
3,0,fresh fruits,24
3,19,canned jarred vegetables,4
3,7,tea,2
3,14,frozen breakfast,8
3,20,juice nectars,8
3,14,spreads,6
3,13,hot cereal pancake mixes,20
0,16,fresh fruits,456
0,16,grains rice dried goods,6
0,23,fresh vegetables,39
0,9,canned meals beans,24
0,11,laundry,9
0,22,dish detergents,3
1,14,fresh herbs,39
1,10,honeys syrups nectars,12
1,19,canned jarred vegetables,9
2,15,frozen produce,18
2,7,fruit vegetable snacks,15
2,16,frozen appetizers sides,9
2,11,frozen juice,3
3,15,preserved dips spreads,8
3,0,cereal,2
3,17,lunch meat,12
3,23,refrigerated,10
3,23,cream,4
3,22,juice nectars,10
3,7,frozen breakfast,2
3,0,baby food formula,2
3,16,frozen breads doughs,2
3,15,hair care,6
0,15,canned meals beans,15
0,15,packaged cheese,99
0,12,other creams cheeses,30
0,15,cereal,60
0,21,frozen breakfast,9
0,6,refrigerated,3
0,7,milk,9
1,21,tofu meat alternatives,6
